"","country","ISO3","region_name","year","indicator_name","value","unit_of_measure"
"1868","Cameroon","CMR","Sub-Saharan Africa",2014,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.0363878235220909,"International $ (2011 PPP)"
"1869","Comoros","COM","Sub-Saharan Africa",2014,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.0356206893920898,"International $ (2011 PPP)"
"1870","Cabo Verde","CPV","Sub-Saharan Africa",2007,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.00512321013957262,"International $ (2011 PPP)"
"1871","Costa Rica","CRI","Latin America & Caribbean",2012,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.00361873512156308,"International $ (2011 PPP)"
"1872","Ecuador","ECU","Latin America & Caribbean",2013,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.0203213207423687,"International $ (2011 PPP)"
"1873","United Kingdom","GBR","Europe & Central Asia",2013,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",4.65661294246633e-11,"International $ (2011 PPP)"
"1874","Gambia, The","GMB","Sub-Saharan Africa",2015,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.00368919363245368,"International $ (2011 PPP)"
"1875","Guatemala","GTM","Latin America & Caribbean",2014,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.00290544028393924,"International $ (2011 PPP)"
"1876","Hungary","HUN","Europe & Central Asia",2015,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.000149120023706928,"International $ (2011 PPP)"
"1877","Indonesia","IDN","East Asia & Pacific",2015,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.0105334995314479,"International $ (2011 PPP)"
"1878","Israel","ISR","Middle East & North Africa",2016,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.007244479842484,"International $ (2011 PPP)"
"1879","Japan","JPN","East Asia & Pacific",2015,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.00345952296629548,"International $ (2011 PPP)"
"1880","Kazakhstan","KAZ","Europe & Central Asia",2015,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",6.51335794827901e-05,"International $ (2011 PPP)"
"1881","Kenya","KEN","Sub-Saharan Africa",2015,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.0364568717777729,"International $ (2011 PPP)"
"1882","Kyrgyz Republic","KGZ","Europe & Central Asia",2016,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.00644726771861315,"International $ (2011 PPP)"
"1883","Sri Lanka","LKA","South Asia",2016,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.00407822150737047,"International $ (2011 PPP)"
"1884","Morocco","MAR","Middle East & North Africa",2006,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.0155192138627172,"International $ (2011 PPP)"
"1885","Moldova","MDA","Europe & Central Asia",2016,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.00264004245400429,"International $ (2011 PPP)"
"1886","Madagascar","MDG","Sub-Saharan Africa",2010,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.0112195964902639,"International $ (2011 PPP)"
"1887","Mali","MLI","Sub-Saharan Africa",2016,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.0464325919747353,"International $ (2011 PPP)"
"1888","Myanmar","MMR","East Asia & Pacific",2015,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.0582036972045898,"International $ (2011 PPP)"
"1889","Montenegro","MNE","Europe & Central Asia",2015,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.00135463778860867,"International $ (2011 PPP)"
"1890","Mozambique","MOZ","Sub-Saharan Africa",2014,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.0131962774321437,"International $ (2011 PPP)"
"1891","Mauritius","MUS","Sub-Saharan Africa",2012,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.000221548980334774,"International $ (2011 PPP)"
"1892","Malawi","MWI","Sub-Saharan Africa",2016,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.0295177455991507,"International $ (2011 PPP)"
"1893","Nicaragua","NIC","Latin America & Caribbean",2014,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.0912277922034264,"International $ (2011 PPP)"
"1894","Pakistan","PAK","South Asia",2015,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.0290071256458759,"International $ (2011 PPP)"
"1895","Poland","POL","Europe & Central Asia",2016,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",9.76882147369906e-05,"International $ (2011 PPP)"
"1896","West Bank and Gaza","PSE","Middle East & North Africa",2016,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.00322705809958279,"International $ (2011 PPP)"
"1897","Romania","ROU","Europe & Central Asia",2016,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.0024711862206459,"International $ (2011 PPP)"
"1898","Russian Federation","RUS","Europe & Central Asia",2014,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",6.28575799055398e-05,"International $ (2011 PPP)"
"1899","Rwanda","RWA","Sub-Saharan Africa",2016,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.0130139347165823,"International $ (2011 PPP)"
"1900","El Salvador","SLV","Latin America & Caribbean",2014,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.000985756516456604,"International $ (2011 PPP)"
"1901","Serbia","SRB","Europe & Central Asia",2015,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.00109005044214427,"International $ (2011 PPP)"
"1902","Suriname","SUR","Latin America & Caribbean",2016,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.00343005359172821,"International $ (2011 PPP)"
"1903","Seychelles","SYC","Sub-Saharan Africa",2013,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.0236526317894459,"International $ (2011 PPP)"
"1904","Syrian Arab Republic","SYR","Middle East & North Africa",2007,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.00581877818331122,"International $ (2011 PPP)"
"1905","Trinidad and Tobago","TTO","Latin America & Caribbean",2014,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.0209283586591482,"International $ (2011 PPP)"
"1906","Taiwan, China","TWN","East Asia & Pacific",2016,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.00219391984865069,"International $ (2011 PPP)"
"1907","Uganda","UGA","Sub-Saharan Africa",2016,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.0702001601457596,"International $ (2011 PPP)"
"1908","Ukraine","UKR","Europe & Central Asia",2014,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.000260414613876492,"International $ (2011 PPP)"
"1909","United States","USA","NAC",2018,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.0776451677083969,"International $ (2011 PPP)"
"1910","Vietnam","VNM","East Asia & Pacific",2016,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.00933933816850185,"International $ (2011 PPP)"
"1911","Kosovo","XKX","Europe & Central Asia",2016,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.00420533865690231,"International $ (2011 PPP)"
"1912","Yemen, Rep.","YEM","Middle East & North Africa",2014,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $3.20 poverty line",0.0812312141060829,"International $ (2011 PPP)"
"1913","Burkina Faso","BFA","Sub-Saharan Africa",2014,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.0520314872264862,"International $ (2011 PPP)"
"1914","Bangladesh","BGD","South Asia",2016,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.114476516842842,"International $ (2011 PPP)"
"1915","Bahamas, The","BHS","Latin America & Caribbean",2013,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.000474255997687578,"International $ (2011 PPP)"
"1916","Bosnia and Herzegovina","BIH","Europe & Central Asia",2015,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.0039711557328701,"International $ (2011 PPP)"
"1917","Belarus","BLR","Europe & Central Asia",2016,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.000796382664702833,"International $ (2011 PPP)"
"1918","Bolivia","BOL","Latin America & Caribbean",2012,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.0497173666954041,"International $ (2011 PPP)"
"1919","Brazil","BRA","Latin America & Caribbean",2008,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.0853760167956352,"International $ (2011 PPP)"
"1920","Barbados","BRB","Latin America & Caribbean",2016,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.0356362164020538,"International $ (2011 PPP)"
"1921","Botswana","BWA","Sub-Saharan Africa",2009,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.0151199698448181,"International $ (2011 PPP)"
"1922","Chile","CHL","Latin America & Caribbean",2016,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.0523859485983849,"International $ (2011 PPP)"
"1923","China","CHN","East Asia & Pacific",2013,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.14142918586731,"International $ (2011 PPP)"
"1924","Cameroon","CMR","Sub-Saharan Africa",2014,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.0852125138044357,"International $ (2011 PPP)"
"1925","Comoros","COM","Sub-Saharan Africa",2014,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.0826782584190369,"International $ (2011 PPP)"
"1926","Cabo Verde","CPV","Sub-Saharan Africa",2007,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.0188634097576141,"International $ (2011 PPP)"
"1927","Costa Rica","CRI","Latin America & Caribbean",2012,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.0223133843392134,"International $ (2011 PPP)"
"1928","Ecuador","ECU","Latin America & Caribbean",2013,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.0728225558996201,"International $ (2011 PPP)"
"1929","United Kingdom","GBR","Europe & Central Asia",2013,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",4.91520622745156e-05,"International $ (2011 PPP)"
"1930","Gambia, The","GMB","Sub-Saharan Africa",2015,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.0102204531431198,"International $ (2011 PPP)"
"1931","Guatemala","GTM","Latin America & Caribbean",2014,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.0157118588685989,"International $ (2011 PPP)"
"1932","Hungary","HUN","Europe & Central Asia",2015,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",-0.000619850237853825,"International $ (2011 PPP)"
"1933","Indonesia","IDN","East Asia & Pacific",2015,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.035191498696804,"International $ (2011 PPP)"
"1934","Israel","ISR","Middle East & North Africa",2016,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.0187110006809235,"International $ (2011 PPP)"
"1935","Japan","JPN","East Asia & Pacific",2015,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.00676282914355397,"International $ (2011 PPP)"
"1936","Kazakhstan","KAZ","Europe & Central Asia",2015,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.00526997726410627,"International $ (2011 PPP)"
"1937","Kenya","KEN","Sub-Saharan Africa",2015,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.0594575554132462,"International $ (2011 PPP)"
"1938","Kyrgyz Republic","KGZ","Europe & Central Asia",2016,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.0369343832135201,"International $ (2011 PPP)"
"1939","Sri Lanka","LKA","South Asia",2016,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.0339172817766666,"International $ (2011 PPP)"
"1940","Morocco","MAR","Middle East & North Africa",2006,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.0732264742255211,"International $ (2011 PPP)"
"1941","Moldova","MDA","Europe & Central Asia",2016,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.0551471300423145,"International $ (2011 PPP)"
"1942","Madagascar","MDG","Sub-Saharan Africa",2010,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.013736218214035,"International $ (2011 PPP)"
"1943","Mali","MLI","Sub-Saharan Africa",2016,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.0634630918502808,"International $ (2011 PPP)"
"1944","Myanmar","MMR","East Asia & Pacific",2015,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.144647121429443,"International $ (2011 PPP)"
"1945","Montenegro","MNE","Europe & Central Asia",2015,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.0136570790782571,"International $ (2011 PPP)"
"1946","Mozambique","MOZ","Sub-Saharan Africa",2014,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.0181402266025543,"International $ (2011 PPP)"
"1947","Mauritius","MUS","Sub-Saharan Africa",2012,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.00775395520031452,"International $ (2011 PPP)"
"1948","Malawi","MWI","Sub-Saharan Africa",2016,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.0420498549938202,"International $ (2011 PPP)"
"1949","Nicaragua","NIC","Latin America & Caribbean",2014,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.208722591400146,"International $ (2011 PPP)"
"1950","Pakistan","PAK","South Asia",2015,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.084701269865036,"International $ (2011 PPP)"
"1951","Poland","POL","Europe & Central Asia",2016,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.00451487768441439,"International $ (2011 PPP)"
"1952","West Bank and Gaza","PSE","Middle East & North Africa",2016,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.0268252268433571,"International $ (2011 PPP)"
"1953","Romania","ROU","Europe & Central Asia",2016,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.0267320219427347,"International $ (2011 PPP)"
"1954","Russian Federation","RUS","Europe & Central Asia",2014,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.00103605713229626,"International $ (2011 PPP)"
"1955","Rwanda","RWA","Sub-Saharan Africa",2016,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.017752081155777,"International $ (2011 PPP)"
"1956","El Salvador","SLV","Latin America & Caribbean",2014,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.00751298293471336,"International $ (2011 PPP)"
"1957","Serbia","SRB","Europe & Central Asia",2015,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.0147214569151402,"International $ (2011 PPP)"
"1958","Suriname","SUR","Latin America & Caribbean",2016,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.0136361699551344,"International $ (2011 PPP)"
"1959","Seychelles","SYC","Sub-Saharan Africa",2013,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.055457204580307,"International $ (2011 PPP)"
"1960","Syrian Arab Republic","SYR","Middle East & North Africa",2007,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.0485314168035984,"International $ (2011 PPP)"
"1961","Trinidad and Tobago","TTO","Latin America & Caribbean",2014,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.0417394042015076,"International $ (2011 PPP)"
"1962","Taiwan, China","TWN","East Asia & Pacific",2016,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.00474649993702769,"International $ (2011 PPP)"
"1963","Uganda","UGA","Sub-Saharan Africa",2016,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.113259464502335,"International $ (2011 PPP)"
"1964","Ukraine","UKR","Europe & Central Asia",2014,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.00752394460141659,"International $ (2011 PPP)"
"1965","United States","USA","NAC",2018,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.0856441408395767,"International $ (2011 PPP)"
"1966","Vietnam","VNM","East Asia & Pacific",2016,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.0522979274392128,"International $ (2011 PPP)"
"1967","Kosovo","XKX","Europe & Central Asia",2016,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.032111719250679,"International $ (2011 PPP)"
"1968","Yemen, Rep.","YEM","Middle East & North Africa",2014,"Change in poverty gap due to out-of-pocket health spending ($ 2011 PPP), $5.50 poverty line",0.166470795869827,"International $ (2011 PPP)"
"1969","Burkina Faso","BFA","Sub-Saharan Africa",2014,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0274584908038378,"%"
"1970","Bangladesh","BGD","South Asia",2016,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0423740334808826,"%"
"1971","Bahamas, The","BHS","Latin America & Caribbean",2013,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0184390246868134,"%"
"1972","Bosnia and Herzegovina","BIH","Europe & Central Asia",2015,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0320600681006908,"%"
"1973","Belarus","BLR","Europe & Central Asia",2016,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0420749373733997,"%"
"1974","Bolivia","BOL","Latin America & Caribbean",2012,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0417100265622139,"%"
"1975","Brazil","BRA","Latin America & Caribbean",2008,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0707554966211319,"%"
"1976","Barbados","BRB","Latin America & Caribbean",2016,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0517842471599579,"%"
"1977","Botswana","BWA","Sub-Saharan Africa",2009,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.00597975961863995,"%"
"1978","Chile","CHL","Latin America & Caribbean",2016,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0595338717103004,"%"
"1979","China","CHN","East Asia & Pacific",2013,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0654226019978523,"%"
"1980","Cameroon","CMR","Sub-Saharan Africa",2014,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0416976846754551,"%"
"1981","Comoros","COM","Sub-Saharan Africa",2014,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0380269549787045,"%"
"1982","Cabo Verde","CPV","Sub-Saharan Africa",2007,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0153134912252426,"%"
"1983","Costa Rica","CRI","Latin America & Caribbean",2012,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.036163717508316,"%"
"1984","Ecuador","ECU","Latin America & Caribbean",2013,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0414978004992008,"%"
"1985","United Kingdom","GBR","Europe & Central Asia",2013,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0102902771905065,"%"
"1986","Gambia, The","GMB","Sub-Saharan Africa",2015,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.00418876204639673,"%"
"1987","Guatemala","GTM","Latin America & Caribbean",2014,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0101753082126379,"%"
"1988","Hungary","HUN","Europe & Central Asia",2015,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0217367000877857,"%"
"1989","Indonesia","IDN","East Asia & Pacific",2015,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0180933233350515,"%"
"1990","Israel","ISR","Middle East & North Africa",2016,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.035308700054884,"%"
"1991","Japan","JPN","East Asia & Pacific",2015,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0257317591458559,"%"
"1992","Kazakhstan","KAZ","Europe & Central Asia",2015,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0241199713200331,"%"
"1993","Kenya","KEN","Sub-Saharan Africa",2015,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0225062072277069,"%"
"1994","Kyrgyz Republic","KGZ","Europe & Central Asia",2016,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0143842063844204,"%"
"1995","Sri Lanka","LKA","South Asia",2016,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.02471923828125,"%"
"1996","Morocco","MAR","Middle East & North Africa",2006,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0378053821623325,"%"
"1997","Moldova","MDA","Europe & Central Asia",2016,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0581634715199471,"%"
"1998","Madagascar","MDG","Sub-Saharan Africa",2010,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.00994298979640007,"%"
"1999","Mali","MLI","Sub-Saharan Africa",2016,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0312505811452866,"%"
"2000","Myanmar","MMR","East Asia & Pacific",2015,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0494272224605083,"%"
"2001","Montenegro","MNE","Europe & Central Asia",2015,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0401548892259598,"%"
"2002","Mozambique","MOZ","Sub-Saharan Africa",2014,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.00872794073075056,"%"
"2003","Mauritius","MUS","Sub-Saharan Africa",2012,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0232657287269831,"%"
"2004","Malawi","MWI","Sub-Saharan Africa",2016,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0195054691284895,"%"
"2005","Nicaragua","NIC","Latin America & Caribbean",2014,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0832250490784645,"%"
"2006","Pakistan","PAK","South Asia",2015,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0302531942725182,"%"
"2007","Poland","POL","Europe & Central Asia",2016,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0503247044980526,"%"
"2008","West Bank and Gaza","PSE","Middle East & North Africa",2016,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0313343144953251,"%"
"2009","Romania","ROU","Europe & Central Asia",2016,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0445420518517494,"%"
"2010","Russian Federation","RUS","Europe & Central Asia",2014,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0320693477988243,"%"
"2011","Rwanda","RWA","Sub-Saharan Africa",2016,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0102373389527202,"%"
"2012","El Salvador","SLV","Latin America & Caribbean",2014,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.00722531974315643,"%"
"2013","Serbia","SRB","Europe & Central Asia",2015,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0365962497889996,"%"
"2014","Suriname","SUR","Latin America & Caribbean",2016,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.018894050270319,"%"
"2015","Seychelles","SYC","Sub-Saharan Africa",2013,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0198092889040709,"%"
"2016","Syrian Arab Republic","SYR","Middle East & North Africa",2007,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0346505008637905,"%"
"2017","Trinidad and Tobago","TTO","Latin America & Caribbean",2014,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0164480227977037,"%"
"2018","Taiwan, China","TWN","East Asia & Pacific",2016,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0348015986382961,"%"
"2019","Uganda","UGA","Sub-Saharan Africa",2016,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0474698729813099,"%"
"2020","Ukraine","UKR","Europe & Central Asia",2014,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0356788486242294,"%"
"2021","United States","USA","NAC",2018,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0320149213075638,"%"
"2022","Vietnam","VNM","East Asia & Pacific",2016,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0370126366615295,"%"
"2023","Kosovo","XKX","Europe & Central Asia",2016,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0310232192277908,"%"
"2024","Yemen, Rep.","YEM","Middle East & North Africa",2014,"Mean share of household consumption or income used on out-of-pocket health spending (%)",0.0537496134638786,"%"
"2025","Afghanistan","AFG","South Asia",2015,"Contraceptive prevalence, modern methods (% of females ages 15-49)",0.197840794920921,"%"
"2026","Angola","AGO","Sub-Saharan Africa",2015,"Contraceptive prevalence, modern methods (% of females ages 15-49)",0.125404968857765,"%"
"2027","Belize","BLZ","Latin America & Caribbean",2015,"Contraceptive prevalence, modern methods (% of females ages 15-49)",0.51845371723175,"%"
"2028","Central African Republic","CAF","Sub-Saharan Africa",2010,"Contraceptive prevalence, modern methods (% of females ages 15-49)",0.145360052585602,"%"
"2029","Cote d'Ivoire","CIV","Sub-Saharan Africa",2016,"Contraceptive prevalence, modern methods (% of females ages 15-49)",0.1637132614851,"%"
"2030","Cameroon","CMR","Sub-Saharan Africa",2014,"Contraceptive prevalence, modern methods (% of females ages 15-49)",0.242681354284286,"%"
"2031","Congo, Dem. Rep.","COD","Sub-Saharan Africa",2013,"Contraceptive prevalence, modern methods (% of females ages 15-49)",0.0782493203878403,"%"
"2032","Congo, Rep.","COG","Sub-Saharan Africa",2014,"Contraceptive prevalence, modern methods (% of females ages 15-49)",0.210072427988052,"%"
"2033","Colombia","COL","Latin America & Caribbean",2015,"Contraceptive prevalence, modern methods (% of females ages 15-49)",0.759004533290863,"%"
"2034","Cuba","CUB","Latin America & Caribbean",2014,"Contraceptive prevalence, modern methods (% of females ages 15-49)",0.746155560016632,"%"
"2035","Djibouti","DJI","Middle East & North Africa",2006,"Contraceptive prevalence, modern methods (% of females ages 15-49)",0.204197272658348,"%"
